YEAR,PLAYER,PCT_FGA_2PT,PCT_FGA_3PT,MIN,POSITION
2018-19,Abdel Nader,53.5,46.5,11.4,SF
2018-19,Al Horford,71.9,28.1,29.0,C
2018-19,Al-Farouq Aminu,52.8,47.2,28.3,PF
2018-19,Alec Burks,64.6,35.4,21.5,SG
2018-19,Alex Caruso,71.1,28.9,21.2,PG
2018-19,Alex Len,68.5,31.5,20.1,C
2018-19,Alex Poythress,71.6,28.4,14.5,PF
2018-19,Alfonzo McKinnie,57.1,42.9,13.9,SF
2018-19,Alize Johnson,87.5,12.5,4.6,PF
2018-19,Allen Crabbe,30.6,69.4,26.4,SG
2018-19,Allonzo Trier,74.5,25.5,22.8,SG
2018-19,Amile Jefferson,100.0,0.0,5.7,PF
2018-19,Amir Johnson,74.5,25.5,10.4,C
2018-19,Andre Drummond,96.4,3.6,33.5,C
2018-19,Andre Iguodala,52.3,47.7,23.2,SF
2018-19,Andrew Harrison,52.8,47.2,10.9,PG
2018-19,Andrew Wiggins,71.2,28.8,34.8,SF
2018-19,Anfernee Simons,54.0,46.0,7.0,SG
2018-19,Anthony Davis,85.9,14.1,33.0,C
2018-19,Anthony Tolliver,17.0,83.0,16.6,PF
2018-19,Antonio Blakeney,77.0,23.0,14.5,SG
2018-19,Aron Baynes,72.6,27.4,16.1,C
2018-19,Austin Rivers,42.8,57.2,26.7,SG
2018-19,Avery Bradley,59.7,40.3,30.2,SG
2018-19,Bam Adebayo,96.9,3.1,23.3,C
2018-19,Ben McLemore,35.9,64.1,8.3,SG
2018-19,Ben Simmons,99.4,0.6,34.2,PG
2018-19,Bismack Biyombo,100.0,0.0,14.5,C
2018-19,Blake Griffin,61.1,38.9,35.0,PF
2018-19,Boban Marjanovic,96.2,3.8,11.7,C
2018-19,Bobby Portis,69.6,30.4,26.0,PF
2018-19,Bogdan Bogdanovic,56.9,43.1,27.8,SG
2018-19,Bojan Bogdanovic,63.3,36.7,31.8,SF
2018-19,Brad Wanamaker,62.9,37.1,9.5,PG
2018-19,Bradley Beal,63.0,37.0,36.9,SG
2018-19,Brandon Goodwin,73.9,26.1,3.6,PG
2018-19,Brandon Ingram,87.1,12.9,33.9,SF
2018-19,Brandon Knight,50.4,49.6,18.9,PG
2018-19,Brandon Sampson,51.7,48.3,15.3,SG
2018-19,Brook Lopez,34.9,65.1,28.7,C
2018-19,Bruce Brown,70.4,29.6,19.6,SG
2018-19,Bryn Forbes,47.8,52.2,28.0,SG
2018-19,Buddy Hield,52.1,47.9,31.9,SG
2018-19,C.J. Williams,54.3,45.7,8.5,SG
2018-19,CJ McCollum,64.2,35.8,33.9,SG
2018-19,Caleb Swanigan,86.8,13.2,8.5,PF
2018-19,Cameron Payne,62.3,37.7,17.8,PG
2018-19,Caris LeVert,68.1,31.9,26.6,SF
2018-19,Carmelo Anthony,47.1,52.9,29.4,PF
2018-19,Cedi Osman,55.7,44.3,32.2,SF
2018-19,Chandler Hutchison,76.1,23.9,20.3,SF
2018-19,Chandler Parsons,48.4,51.6,19.8,SF
2018-19,Channing Frye,32.5,67.5,9.5,C
2018-19,Chasson Randle,47.0,53.0,15.2,PG
2018-19,Cheick Diallo,98.5,1.5,14.0,PF
2018-19,Chimezie Metu,96.6,3.4,5.0,PF
2018-19,Chris Boucher,51.3,48.7,5.8,PF
2018-19,Chris Paul,50.7,49.3,32.0,PG
2018-19,Christian Wood,77.8,22.2,11.9,PF
2018-19,Clint Capela,100.0,0.0,33.6,C
2018-19,Cody Zeller,93.6,6.4,25.4,C
2018-19,Collin Sexton,75.5,24.5,31.8,PG
2018-19,Cory Joseph,68.8,31.2,25.2,PG
2018-19,Courtney Lee,57.4,42.6,12.6,SG
2018-19,D'Angelo Russell,58.1,41.9,30.2,PG
2018-19,D.J. Augustin,54.1,45.9,28.0,PG
2018-19,D.J. Wilson,49.4,50.6,18.4,PF
2018-19,Damian Jones,100.0,0.0,17.1,C
2018-19,Damian Lillard,58.1,41.9,35.5,PG
2018-19,Damion Lee,46.5,53.5,11.7,SG
2018-19,Damyean Dotson,51.0,49.0,27.4,SG
2018-19,Daniel Hamilton,61.7,38.3,10.7,SG
2018-19,Daniel Theis,74.8,25.2,13.8,C
2018-19,Danilo Gallinari,57.9,42.1,30.3,SF
2018-19,Danny Green,31.0,69.0,27.7,SG
2018-19,Dante Cunningham,58.9,41.1,14.5,PF
2018-19,Dante Exum,74.3,25.7,15.8,PG
2018-19,Darius Miller,24.8,75.2,25.5,SF
2018-19,Darren Collison,70.6,29.4,28.2,PG
2018-19,Daryl Macon,59.3,40.7,11.2,SG
2018-19,David Nwaba,71.4,28.6,19.3,SG
2018-19,Davis Bertans,25.4,74.6,21.5,PF
2018-19,Davon Reed,66.7,33.3,4.7,SG
2018-19,De'Aaron Fox,78.9,21.1,31.4,PG
2018-19,De'Anthony Melton,62.9,37.1,19.7,PG
2018-19,DeAndre Jordan,100.0,0.0,29.7,C
2018-19,DeAndre' Bembry,71.9,28.1,23.6,SG
2018-19,DeMar DeRozan,96.6,3.4,34.9,SG
2018-19,DeMarcus Cousins,74.4,25.6,25.7,C
2018-19,DeMarre Carroll,46.1,53.9,25.4,PF
2018-19,Deandre Ayton,99.5,0.5,30.7,C
2018-19,Delon Wright,69.9,30.1,22.6,PG
2018-19,Demetrius Jackson,60.0,40.0,6.6,PG
2018-19,Deonte Burton,67.1,32.9,7.5,SG
2018-19,Derrick Favors,87.4,12.6,23.2,C
2018-19,Derrick Rose,80.6,19.4,27.3,PG
2018-19,Derrick White,73.8,26.2,25.8,PG
2018-19,Devin Booker,67.0,33.0,35.0,SG
2018-19,Devin Harris,42.4,57.6,15.7,PG
2018-19,Devin Robinson,93.8,6.3,13.5,SF
2018-19,Devonte' Graham,44.0,56.0,14.7,PG
2018-19,Dewayne Dedmon,58.7,41.3,25.1,C
2018-19,Dillon Brooks,67.2,32.8,18.3,SF
2018-19,Dion Waiters,39.5,60.5,25.9,SG
2018-19,Dirk Nowitzki,45.5,54.5,15.6,PF
2018-19,Domantas Sabonis,97.6,2.4,24.8,C
2018-19,Donovan Mitchell,66.1,33.9,33.7,SG
2018-19,Donte DiVincenzo,33.1,66.9,15.2,SG
2018-19,Donte Grantham,0.0,100.0,0.8,SF
2018-19,Dorian Finney-Smith,51.9,48.1,24.5,SF
2018-19,Doug McDermott,51.2,48.8,17.4,SF
2018-19,Dragan Bender,48.7,51.3,18.0,PF
2018-19,Draymond Green,60.9,39.1,31.3,PF
2018-19,Drew Eubanks,100.0,0.0,4.9,PF
2018-19,Duncan Robinson,23.9,76.1,10.7,PF
2018-19,Dwayne Bacon,66.1,33.9,17.6,SG
2018-19,Dwight Howard,100.0,0.0,25.5,C
2018-19,Dwight Powell,73.9,26.1,21.6,C
2018-19,Dwyane Wade,72.8,27.2,26.2,SG
2018-19,E'Twaun Moore,66.9,33.1,27.6,SG
2018-19,Ed Davis,99.3,0.7,17.9,C
2018-19,Edmond Sumner,57.8,42.2,9.1,PG
2018-19,Ekpe Udoh,100.0,0.0,6.3,C
2018-19,Elfrid Payton,74.5,25.5,29.8,PG
2018-19,Emmanuel Mudiay,71.6,28.4,27.2,PG
2018-19,Enes Kanter,95.0,5.0,24.5,C
2018-19,Eric Bledsoe,61.2,38.8,29.1,PG
2018-19,Eric Gordon,36.0,64.0,31.7,SG
2018-19,Eric Moreland,85.7,14.3,8.6,PF
2018-19,Ersan Ilyasova,58.0,42.0,18.4,PF
2018-19,Evan Fournier,57.9,42.1,31.5,SG
2018-19,Evan Turner,88.3,11.7,22.0,PG
2018-19,Frank Jackson,62.2,37.8,19.2,PG
2018-19,Frank Kaminsky,53.4,46.6,16.1,C
2018-19,Frank Ntilikina,59.2,40.8,21.0,PG
2018-19,Fred VanVleet,50.7,49.3,27.5,PG
2018-19,Furkan Korkmaz,41.2,58.8,14.2,SG
2018-19,Garrett Temple,46.5,53.5,27.2,SG
2018-19,Gary Clark,8.6,91.4,12.6,PF
2018-19,Gary Harris,62.0,38.0,28.8,SG
2018-19,George Hill,59.3,40.7,21.7,PG
2018-19,George King,0.0,0.0,5.9,SF
2018-19,Georges Niang,42.0,58.0,8.8,PF
2018-19,Gerald Green,23.7,76.3,20.2,SG
2018-19,Giannis Antetokounmpo,83.7,16.3,32.8,PF
2018-19,Goran Dragic,62.1,37.9,27.5,PG
2018-19,Gordon Hayward,63.6,36.4,25.9,PF
2018-19,Gorgui Dieng,85.1,14.9,13.6,C
2018-19,Grayson Allen,44.4,55.6,11.0,SG
2018-19,Greg Monroe,97.4,2.6,11.2,C
2018-19,Guerschon Yabusele,63.6,36.4,6.1,PF
2018-19,Hamidou Diallo,85.5,14.5,10.3,SG
2018-19,Harrison Barnes,57.1,42.9,32.9,PF
2018-19,Hassan Whiteside,97.6,2.4,23.3,C
2018-19,Henry Ellenson,60.0,40.0,13.6,PF
2018-19,Ian Clark,47.3,52.7,16.2,SG
2018-19,Ian Mahinmi,84.6,15.4,14.6,C
2018-19,Ike Anigbogu,100.0,0.0,2.1,C
2018-19,Iman Shumpert,38.8,61.2,23.9,SG
2018-19,Isaac Bonga,75.8,24.2,5.5,PG
2018-19,Isaiah Briscoe,75.4,24.6,14.3,PG
2018-19,Isaiah Hartenstein,85.4,14.6,7.9,PF
2018-19,Isaiah Hicks,100.0,0.0,10.8,PF
2018-19,Isaiah Thomas,56.6,43.4,15.1,SG
2018-19,Ish Smith,72.4,27.6,22.3,PG
2018-19,Ivan Rabb,92.9,7.1,14.7,PF
2018-19,Ivica Zubac,100.0,0.0,17.6,C
2018-19,J.J. Barea,66.8,33.2,19.8,PG
2018-19,J.P. Macura,55.6,44.4,8.4,SG
2018-19,JaMychal Green,63.0,37.0,21.1,PF
2018-19,JaVale McGee,98.1,1.9,22.3,C
2018-19,Jabari Parker,74.0,26.0,26.9,PF
2018-19,Jacob Evans,71.7,28.3,6.8,SG
2018-19,Jae Crowder,34.5,65.5,27.1,SF
2018-19,Jahlil Okafor,98.6,1.4,15.8,C
2018-19,Jake Layman,57.3,42.7,18.7,SF
2018-19,Jalen Brunson,68.0,32.0,21.8,PG
2018-19,Jalen Jones,54.8,45.2,13.4,SF
2018-19,Jamal Crawford,53.9,46.1,18.9,SG
2018-19,Jamal Murray,64.7,35.3,32.6,PG
2018-19,James Harden,46.1,53.9,36.8,PG
2018-19,James Johnson,60.7,39.3,21.2,PF
2018-19,James Nunnally,26.5,73.5,6.8,SF
2018-19,Jared Dudley,36.8,63.2,20.7,PF
2018-19,Jared Terrell,56.4,43.6,7.9,SG
2018-19,Jarell Martin,45.2,54.8,7.8,PF
2018-19,Jaron Blossomgame,63.2,36.8,16.3,SF
2018-19,Jarred Vanderbilt,94.7,5.3,4.1,PF
2018-19,Jarrett Allen,92.1,7.9,26.2,C
2018-19,Jason Smith,55.9,44.1,9.5,PF
2018-19,Jawun Evans,78.6,21.4,8.0,PG
2018-19,Jaylen Adams,32.7,67.3,12.6,PG
2018-19,Jaylen Brown,65.2,34.8,25.9,SG
2018-19,Jaylen Morris,70.0,30.0,7.1,SG
2018-19,Jayson Tatum,70.0,30.0,31.1,SF
2018-19,Jeff Green,53.4,46.6,27.2,PF
2018-19,Jeff Teague,74.8,25.2,30.1,PG
2018-19,Jerami Grant,64.4,35.6,32.7,PF
2018-19,Jeremy Lamb,66.3,33.7,28.5,SG
2018-19,Jeremy Lin,65.4,34.6,19.4,PG
2018-19,Jerian Grant,50.0,50.0,15.6,PG
2018-19,Jerome Robinson,48.2,51.8,9.7,SG
2018-19,Jerryd Bayless,57.4,42.6,19.3,PG
2018-19,Jevon Carter,44.9,55.1,14.8,PG
2018-19,Jimmy Butler,78.7,21.3,33.6,SF
2018-19,Joakim Noah,99.5,0.5,16.5,C
2018-19,Joe Chealey,100.0,0.0,7.8,PG
2018-19,Joe Harris,48.4,51.6,30.2,SG
2018-19,Joe Ingles,39.8,60.2,31.3,PF
2018-19,Joel Embiid,78.1,21.9,33.7,C
2018-19,John Collins,81.0,19.0,30.0,PF
2018-19,John Henson,53.7,46.3,13.5,C
2018-19,John Wall,69.4,30.6,34.5,PG
2018-19,Johnathan Motley,95.9,4.1,7.1,PF
2018-19,Johnathan Williams,98.2,1.8,15.5,C
2018-19,Jon Leuer,90.3,9.7,9.8,PF
2018-19,Jonah Bolden,40.7,59.3,14.5,PF
2018-19,Jonas Jerebko,47.0,53.0,16.7,PF
2018-19,Jonas Valanciunas,91.1,8.9,22.3,C
2018-19,Jonathan Isaac,56.5,43.5,26.6,PF
2018-19,Jonathon Simmons,70.3,29.7,19.0,SG
2018-19,Jordan Bell,99.0,1.0,11.6,C
2018-19,Jordan Clarkson,62.3,37.7,27.3,SG
2018-19,Jordan Loyd,55.6,44.4,4.6,PG
2018-19,Jordan McRae,73.1,26.9,12.3,SG
2018-19,Josh Hart,40.9,59.1,25.6,SG
2018-19,Josh Jackson,73.2,26.8,25.2,SG
2018-19,Josh Okogie,57.7,42.3,23.7,SG
2018-19,Josh Richardson,55.2,44.8,34.8,SG
2018-19,Jrue Holiday,68.7,31.3,35.8,SG
2018-19,Julius Randle,82.1,17.9,30.6,PF
2018-19,Justin Anderson,51.0,49.0,9.7,SF
2018-19,Justin Holiday,40.2,59.8,31.8,SG
2018-19,Justin Jackson,49.5,50.5,19.9,SF
2018-19,Justin Patton,71.4,28.6,6.9,C
2018-19,Justise Winslow,65.8,34.2,29.7,SF
2018-19,Jusuf Nurkic,96.5,3.5,27.4,C
2018-19,Karl-Anthony Towns,73.0,27.0,33.0,C
2018-19,Kawhi Leonard,73.3,26.7,34.0,SF
2018-19,Keita Bates-Diop,63.4,36.6,16.8,SF
2018-19,Kelly Olynyk,43.4,56.6,22.9,PF
2018-19,Kemba Walker,56.6,43.4,34.9,PG
2018-19,Kenneth Faried,90.6,9.4,19.7,C
2018-19,Kenrich Williams,44.1,55.9,23.5,SF
2018-19,Kent Bazemore,56.6,43.4,24.5,SG
2018-19,Kentavious Caldwell-Pope,42.5,57.5,24.8,SG
2018-19,Kevin Durant,71.9,28.1,34.6,SF
2018-19,Kevin Huerter,46.3,53.7,27.3,SG
2018-19,Kevin Knox,60.2,39.8,28.8,PF
2018-19,Kevin Love,48.1,51.9,27.2,PF
2018-19,Kevon Looney,97.1,2.9,18.5,C
2018-19,Khem Birch,99.3,0.7,12.9,C
2018-19,Khris Middleton,58.7,41.3,31.1,SF
2018-19,Khyri Thomas,49.3,50.7,7.5,SG
2018-19,Klay Thompson,57.3,42.7,34.0,SG
2018-19,Kosta Koufos,100.0,0.0,11.9,C
2018-19,Kostas Antetokounmpo,100.0,0.0,5.3,PF
2018-19,Kris Dunn,81.0,19.0,30.2,PG
2018-19,Kyle Anderson,87.7,12.3,29.8,SF
2018-19,Kyle Korver,28.0,72.0,19.1,SG
2018-19,Kyle Kuzma,61.2,38.8,33.1,PF
2018-19,Kyle Lowry,38.7,61.3,34.1,PG
2018-19,Kyle O'Quinn,91.2,8.8,8.2,C
2018-19,Kyrie Irving,65.0,35.0,33.0,PG
2018-19,LaMarcus Aldridge,96.8,3.2,33.2,C
2018-19,Lance Stephenson,54.4,45.6,16.5,SG
2018-19,Lance Thomas,59.9,40.1,17.0,PF
2018-19,Landry Shamet,28.9,71.1,22.8,SG
2018-19,Langston Galloway,35.3,64.7,21.8,SG
2018-19,Lauri Markkanen,58.2,41.8,32.3,PF
2018-19,LeBron James,70.1,29.9,35.2,SF
2018-19,Lonzo Ball,50.0,50.0,30.3,PG
2018-19,Lorenzo Brown,60.6,39.4,8.2,PG
2018-19,Lou Williams,74.4,25.6,26.6,SG
2018-19,Luc Mbah a Moute,66.7,33.3,15.3,PF
2018-19,Luka Doncic,56.7,43.3,32.2,SG
2018-19,Luke Kennard,48.3,51.7,22.8,SG
2018-19,Luke Kornet,31.8,68.2,17.0,PF
2018-19,Luol Deng,62.7,37.3,17.8,SF
2018-19,Malachi Richardson,13.8,86.2,4.7,SG
2018-19,Malcolm Brogdon,67.4,32.6,28.6,SG
2018-19,Malik Beasley,45.0,55.0,23.2,SG
2018-19,Malik Monk,43.7,56.3,17.2,SG
2018-19,MarShon Brooks,68.0,32.0,13.3,SG
2018-19,Marc Gasol,68.6,31.4,30.8,C
2018-19,Marcin Gortat,100.0,0.0,16.0,C
2018-19,Marco Belinelli,42.8,57.2,23.0,SG
2018-19,Marcus Derrickson,39.4,60.6,6.1,PF
2018-19,Marcus Morris,53.9,46.1,27.9,PF
2018-19,Marcus Smart,39.0,61.0,27.5,SG
2018-19,Mario Hezonja,67.2,32.8,20.8,SF
2018-19,Markelle Fultz,91.0,9.0,22.5,SG
2018-19,Markieff Morris,58.1,41.9,21.9,PF
2018-19,Marquese Chriss,60.0,40.0,11.6,PF
2018-19,Marvin Williams,41.4,58.6,28.4,PF
2018-19,Mason Plumlee,97.7,2.3,21.1,C
2018-19,Matthew Dellavedova,46.3,53.7,16.9,PG
2018-19,Maurice Harkless,69.1,30.9,23.6,SF
2018-19,Maxi Kleber,43.5,56.5,21.2,PF
2018-19,Meyers Leonard,54.1,45.9,14.4,C
2018-19,Michael Beasley,88.9,11.1,10.7,PF
2018-19,Michael Carter-Williams,69.1,30.9,13.3,PG
2018-19,Michael Kidd-Gilchrist,85.8,14.2,18.4,PF
2018-19,Mikal Bridges,44.4,55.6,29.5,SF
2018-19,Mike Conley,62.0,38.0,33.5,PG
2018-19,Mike Muscala,29.1,70.9,20.4,PF
2018-19,Mike Scott,40.0,60.0,17.7,PF
2018-19,Miles Bridges,60.9,39.1,21.2,SF
2018-19,Miles Plumlee,100.0,0.0,9.6,C
2018-19,Mitchell Robinson,100.0,0.0,20.6,C
2018-19,Monte Morris,67.7,32.3,24.0,PG
2018-19,Montrezl Harrell,98.1,1.9,26.3,C
2018-19,Moritz Wagner,55.0,45.0,10.4,C
2018-19,Myles Turner,74.9,25.1,28.6,C
2018-19,Naz Mitrou-Long,45.0,55.0,6.0,SG
2018-19,Nemanja Bjelica,56.7,43.3,23.2,PF
2018-19,Nerlens Noel,100.0,0.0,13.7,C
2018-19,Nicolas Batum,47.0,53.0,31.4,SF
2018-19,Nik Stauskas,44.4,55.6,14.9,SG
2018-19,Nikola Jokic,77.6,22.4,31.3,C
2018-19,Nikola Mirotic,41.3,58.7,27.1,PF
2018-19,Nikola Vucevic,82.9,17.1,31.4,C
2018-19,Noah Vonleh,68.9,31.1,25.3,PF
2018-19,Norman Powell,57.5,42.5,18.8,SG
2018-19,OG Anunoby,50.0,50.0,20.2,SF
2018-19,Omari Spellman,47.5,52.5,17.5,PF
2018-19,Omri Casspi,73.3,26.7,14.5,SF
2018-19,PJ Dozier,61.9,38.1,8.5,SG
2018-19,Pascal Siakam,77.4,22.6,31.8,PF
2018-19,Pat Connaughton,42.9,57.1,20.7,SG
2018-19,Patrick Beverley,40.9,59.1,27.4,PG
2018-19,Patrick McCaw,55.6,44.4,13.7,SG
2018-19,Patrick Patterson,37.4,62.6,13.7,PF
2018-19,Patty Mills,39.1,60.9,23.3,PG
2018-19,Pau Gasol,86.2,13.8,12.0,C
2018-19,Paul George,53.1,46.9,36.9,SF
2018-19,Paul Millsap,76.1,23.9,27.1,PF
2018-19,Quincy Pondexter,69.0,31.0,5.5,SF
2018-19,Quinn Cook,54.4,45.6,14.3,PG
2018-19,Rajon Rondo,67.1,32.9,29.8,PG
2018-19,Raul Neto,62.7,37.3,12.8,PG
2018-19,Rawle Alkins,69.2,30.8,12.0,SG
2018-19,Ray Spalding,93.6,6.4,10.5,PF
2018-19,Raymond Felton,54.8,45.2,11.5,PG
2018-19,Reggie Bullock,33.8,66.2,29.8,SG
2018-19,Reggie Jackson,55.0,45.0,27.9,PG
2018-19,Richaun Holmes,100.0,0.0,16.9,C
2018-19,Ricky Rubio,65.2,34.8,27.9,PG
2018-19,Robert Covington,37.8,62.2,34.4,SF
2018-19,Robin Lopez,94.2,5.8,21.7,C
2018-19,Rodions Kurucs,59.0,41.0,20.5,SF
2018-19,Rodney Hood,64.8,35.2,26.3,SG
2018-19,Rodney McGruder,51.2,48.8,23.5,SG
2018-19,Ron Baker,35.0,65.0,10.1,SG
2018-19,Rondae Hollis-Jefferson,89.9,10.1,20.9,SF
2018-19,Royce O'Neale,48.7,51.3,20.4,SF
2018-19,Rudy Gay,75.3,24.7,26.7,PF
2018-19,Rudy Gobert,100.0,0.0,31.8,C
2018-19,Russell Westbrook,72.1,27.9,36.0,PG
2018-19,Ryan Anderson,42.0,58.0,12.9,PF
2018-19,Ryan Arcidiacono,48.1,51.9,24.2,PG
2018-19,Ryan Broekhoff,26.2,73.8,10.8,SG
2018-19,Salah Mejri,69.6,30.4,11.1,C
2018-19,Sam Dekker,75.8,24.2,16.8,PF
2018-19,Semi Ojeleye,43.7,56.3,10.6,PF
2018-19,Serge Ibaka,80.7,19.3,27.2,C
2018-19,Seth Curry,46.0,54.0,18.9,SG
2018-19,Shabazz Napier,47.6,52.4,17.6,PG
2018-19,Shai Gilgeous-Alexander,80.6,19.4,26.5,PG
2018-19,Shake Milton,49.4,50.6,13.4,SG
2018-19,Shaquille Harrison,79.1,20.9,19.6,PG
2018-19,Shaun Livingston,99.0,1.0,15.1,PG
2018-19,Shelvin Mack,67.7,32.3,21.9,PG
2018-19,Sindarius Thornwell,69.4,30.6,4.9,SG
2018-19,Solomon Hill,43.3,56.7,20.0,SF
2018-19,Spencer Dinwiddie,55.3,44.7,28.1,PG
2018-19,Stanley Johnson,51.1,48.9,18.3,SF
2018-19,Stephen Curry,39.6,60.4,33.8,PG
2018-19,Sterling Brown,52.9,47.1,17.8,SG
2018-19,Steven Adams,99.8,0.2,33.4,C
2018-19,T.J. McConnell,90.0,10.0,19.3,PG
2018-19,T.J. Warren,70.5,29.5,31.6,SF
2018-19,Taj Gibson,93.7,6.3,24.1,PF
2018-19,Terrance Ferguson,32.7,67.3,26.1,SG
2018-19,Terrence Ross,44.9,55.1,26.5,SG
2018-19,Terry Rozier,49.4,50.6,22.7,PG
2018-19,Thabo Sefolosha,47.7,52.3,12.2,SF
2018-19,Thaddeus Young,82.6,17.4,30.7,PF
2018-19,Theo Pinson,37.0,63.0,11.7,SG
2018-19,Thomas Bryant,80.3,19.7,20.8,C
2018-19,Thomas Welsh,46.2,53.8,3.3,C
2018-19,Thon Maker,42.9,57.1,15.2,C
2018-19,Tim Frazier,61.3,38.7,19.0,PG
2018-19,Tobias Harris,68.7,31.3,34.7,PF
2018-19,Tony Bradley,100.0,0.0,12.0,C
2018-19,Tony Parker,89.0,11.0,17.9,PG
2018-19,Tony Snell,43.5,56.5,17.6,SF
2018-19,Torrey Craig,48.1,51.9,20.0,SF
2018-19,Trae Young,61.6,38.4,30.9,PG
2018-19,Treveon Graham,33.0,67.0,20.4,SG
2018-19,Trevon Duval,66.7,33.3,1.9,PG
2018-19,Trevor Ariza,41.0,59.0,34.0,SF
2018-19,Trey Burke,71.0,29.0,19.4,PG
2018-19,Trey Lyles,59.6,40.4,17.5,PF
2018-19,Tristan Thompson,100.0,0.0,27.9,C
2018-19,Troy Caupain,62.5,37.5,3.9,PG
2018-19,Troy Daniels,29.5,70.5,14.9,SG
2018-19,Troy Williams,55.1,44.9,14.9,SF
2018-19,Tyler Cavanaugh,50.0,50.0,3.6,PF
2018-19,Tyler Dorsey,50.0,50.0,14.5,SG
2018-19,Tyler Johnson,50.6,49.4,26.8,PG
2018-19,Tyler Lydon,44.4,55.6,3.7,PF
2018-19,Tyreke Evans,67.3,32.7,20.3,SG
2018-19,Tyrone Wallace,91.2,8.8,10.1,PG
2018-19,Tyson Chandler,99.0,1.0,15.9,C
2018-19,Tyus Jones,71.7,28.3,22.9,PG
2018-19,Udonis Haslem,63.6,36.4,7.5,C
2018-19,Victor Oladipo,63.3,36.7,31.9,SG
2018-19,Vince Carter,32.5,67.5,17.5,PF
2018-19,Wayne Ellington,18.6,81.4,24.5,SG
2018-19,Wayne Selden,64.0,36.0,19.2,SG
2018-19,Wesley Johnson,40.6,59.4,14.1,SF
2018-19,Wesley Matthews,42.3,57.7,30.3,SF
2018-19,Will Barton,57.4,42.6,27.7,SG
2018-19,Willie Cauley-Stein,99.7,0.3,27.3,C
2018-19,Wilson Chandler,42.1,57.9,23.1,PF
2018-19,Yante Maten,75.0,25.0,6.5,PF
2018-19,Yogi Ferrell,57.7,42.3,15.0,PG
2018-19,Yuta Watanabe,68.6,31.4,11.6,SF
2018-19,Zach Collins,69.8,30.3,17.6,C
2018-19,Zach LaVine,71.7,28.3,34.5,SG
2018-19,Zach Lofton,0.0,100.0,3.8,SG
2018-19,Zaza Pachulia,97.9,2.1,12.9,C
2018-19,Zhaire Smith,52.9,47.1,18.4,SG
